#{"t_start": 1709585915.4082618, "env_id": "FrozenLake-v1"}
1.0,32,117.942856
1.0,43,117.952441
0.0,11,117.954785
1.0,18,117.958685
0.0,16,117.962304
1.0,17,117.966982
0.0,69,117.982479
0.0,97,119.900651
1.0,96,119.925786
1.0,8,119.928699
1.0,70,119.949803
1.0,83,122.016438
0.0,100,122.043712
1.0,32,122.051417
1.0,31,122.058462
0.0,100,124.18343
1.0,51,124.197001
0.0,100,124.221397
0.0,22,124.227052
1.0,28,124.234646
1.0,14,126.144319
1.0,16,126.147618
1.0,14,126.15086
1.0,13,126.153634
1.0,19,126.158008
1.0,44,126.16834
1.0,42,126.178847
0.0,9,126.181036
1.0,42,126.190778
1.0,67,128.082751
1.0,44,128.092667
0.0,24,128.098044
1.0,74,128.116183
0.0,23,128.121828
1.0,15,128.125353
0.0,31,128.132772
1.0,11,128.135892
1.0,37,130.041013
0.0,100,130.062966
0.0,100,130.086255
0.0,100,132.032245
1.0,45,132.042737
1.0,32,132.050524
0.0,100,132.074082
1.0,57,133.943177
0.0,51,133.955096
1.0,94,133.978915
0.0,23,133.985133
0.0,80,135.963197
1.0,31,135.969929
1.0,42,135.979653
1.0,34,135.987805
0.0,100,136.030114
1.0,18,137.942118
1.0,33,137.949219
0.0,24,137.954802
0.0,65,137.970859
0.0,25,137.976709
1.0,25,137.982193
1.0,52,137.994155
0.0,41,139.849548
0.0,58,139.861968
0.0,100,139.883994
0.0,51,139.894765
0.0,100,141.897312
0.0,25,141.902768
0.0,9,141.904578
0.0,16,141.907475
1.0,9,141.909697
1.0,17,141.914002
1.0,59,141.933949
1.0,12,141.937568
0.0,8,141.939782
0.0,6,141.940974
1.0,21,141.945885
0.0,9,143.943307
1.0,60,143.958794
1.0,21,143.963917
0.0,10,143.966034
1.0,26,143.971466
1.0,13,143.974465
1.0,26,143.979934
1.0,45,143.992054
1.0,58,145.781303
0.0,69,145.800294
0.0,52,145.811793
1.0,51,145.822748
1.0,22,145.827602
1.0,11,145.830366
1.0,47,147.68451
1.0,11,147.68762
1.0,74,147.706031
0.0,100,147.735073
1.0,17,147.739804
0.0,15,147.744073
0.0,100,149.611731
1.0,31,149.619196
0.0,25,149.624822
1.0,21,149.631058
1.0,19,149.635892
0.0,35,149.643334
0.0,52,149.655051
1.0,11,151.557602
1.0,34,151.565287
1.0,56,151.579458
0.0,32,151.587494
1.0,17,151.590811
1.0,35,151.599535
1.0,31,151.606579
0.0,100,153.546358
1.0,27,153.553508
1.0,12,153.556569
1.0,12,153.559848
0.0,83,153.583802
0.0,14,153.586856
1.0,13,153.589455
1.0,18,153.59482
0.0,84,155.635708
1.0,71,155.650375
0.0,85,155.669098
1.0,22,155.674456
1.0,22,157.516461
1.0,18,157.521323
0.0,28,157.528435
0.0,25,157.53502
0.0,82,157.557924
0.0,7,157.559344
1.0,43,157.570818
0.0,67,159.449224
1.0,21,159.453968
0.0,14,159.457338
0.0,54,159.469355
0.0,30,159.477621
1.0,7,159.480037
0.0,26,159.486645
0.0,100,161.401151
0.0,21,161.40585
1.0,20,161.410592
1.0,12,161.413556
1.0,36,161.422932
0.0,73,161.438987
1.0,25,161.445472
1.0,14,161.450094
0.0,24,161.454876
1.0,10,161.457485
1.0,32,163.239714
0.0,43,163.24953
1.0,76,163.265728
0.0,9,163.267839
1.0,16,163.271687
1.0,26,163.277982
0.0,17,163.281778
1.0,36,163.291127
0.0,36,165.213558
0.0,31,165.2205
1.0,23,165.225338
1.0,9,165.227309
1.0,22,165.233811
1.0,60,165.2483
0.0,44,165.258685
0.0,48,167.402244
1.0,69,167.41699
1.0,11,167.419325
0.0,77,167.437146
0.0,48,167.455753
0.0,30,167.462926
1.0,24,169.513166
0.0,67,169.52773
1.0,15,169.531738
1.0,65,169.547159
0.0,22,169.553405
0.0,26,169.559074
0.0,100,171.552603
1.0,67,171.567679
1.0,12,171.570319
1.0,31,171.577032
0.0,12,171.579755
0.0,7,171.581323
0.0,100,173.501648
1.0,62,173.514925
0.0,100,173.538647
0.0,4,173.539687
0.0,60,173.552446
0.0,6,175.273249
1.0,41,175.284437
0.0,100,175.311146
0.0,63,175.327877
0.0,61,177.340975
0.0,100,177.36579
1.0,11,177.368135
0.0,13,177.371879
1.0,48,177.382482
1.0,25,177.388681
1.0,55,179.21541
1.0,64,179.229567
1.0,24,179.236276
0.0,100,179.285095
0.0,100,181.000307
0.0,8,181.002463
0.0,70,181.01969
1.0,37,181.029532
1.0,38,181.040551
0.0,6,181.042258
0.0,20,181.047351
0.0,18,181.051806
1.0,7,181.053572
0.0,10,181.05603
1.0,53,182.993521
1.0,12,182.996918
0.0,24,183.001852
0.0,45,183.012436
1.0,10,183.014567
1.0,80,183.032637
0.0,100,184.913719
1.0,17,184.9171
1.0,74,184.932501
1.0,72,184.948699
0.0,17,184.952898
0.0,13,186.858148
1.0,42,186.876831
0.0,53,186.897672
1.0,76,186.915324
0.0,52,186.930789
1.0,9,186.93301
0.0,37,188.716876
1.0,28,188.723172
0.0,39,188.732662
1.0,41,188.742287
1.0,11,188.745237
1.0,15,188.749
1.0,13,188.753926
1.0,23,188.765645
1.0,12,188.769861
0.0,6,188.771239
1.0,74,190.557168
1.0,12,190.559994
1.0,70,190.575713
0.0,17,190.579872
0.0,91,190.60055
1.0,50,192.60689
1.0,10,192.60988
1.0,9,192.6121
1.0,42,192.622254
1.0,73,192.638646
0.0,71,192.655892
0.0,35,192.66313
1.0,20,194.66583
0.0,30,194.673101
0.0,27,194.680422
1.0,17,194.685544
1.0,13,194.689622
1.0,11,194.69224
1.0,7,194.694208
0.0,46,194.705124
1.0,59,194.719771
1.0,100,196.612286
1.0,7,196.614163
0.0,7,196.615441
1.0,94,196.657299
1.0,17,196.665137
0.0,25,196.670538
1.0,11,196.673522
0.0,61,198.553709
1.0,13,198.556853
0.0,72,198.573227
1.0,10,198.575488
0.0,62,198.590344
1.0,51,198.602452
1.0,57,200.459593
0.0,100,200.480947
1.0,36,200.488133
1.0,53,200.499436
1.0,75,202.434576
1.0,44,202.446019
0.0,100,202.472608
0.0,75,204.320477
1.0,20,204.325287
1.0,19,204.332494
1.0,31,204.340237
0.0,24,204.345927
0.0,68,204.363636
0.0,6,204.365599
0.0,11,204.36815
0.0,14,204.371142
1.0,39,204.380833
1.0,58,206.141292
0.0,20,206.146054
0.0,20,206.150481
1.0,22,206.156345
1.0,36,206.166019
0.0,7,206.167982
0.0,35,206.176785
0.0,72,206.195609
1.0,29,207.998318
1.0,25,208.00469
1.0,47,208.014419
1.0,11,208.017708
1.0,18,208.022383
0.0,5,208.023466
1.0,89,208.043297
1.0,67,209.938378
0.0,20,209.943566
1.0,70,209.961353
1.0,23,209.967417
0.0,6,209.968939
1.0,74,209.989204
1.0,32,211.788269
0.0,11,211.790655
1.0,18,211.794866
0.0,11,211.798012
1.0,10,211.800599
1.0,47,211.81511
1.0,42,211.827396
0.0,100,211.85494
0.0,7,211.856447
0.0,55,213.929021
1.0,46,213.939488
1.0,14,213.942969
1.0,54,213.955908
1.0,35,213.964633
0.0,89,215.899993
0.0,14,215.903545
1.0,21,215.909071
1.0,41,215.918853
1.0,72,215.93634
1.0,58,215.949494
1.0,85,217.948445
1.0,29,217.954931
0.0,9,217.957295
0.0,9,217.959186
1.0,22,217.96683
1.0,19,217.973362
0.0,100,217.99566
1.0,61,219.857578
1.0,26,219.862907
1.0,86,219.881445
1.0,75,219.902891
1.0,41,221.795364
0.0,4,221.796157
0.0,29,221.802818
1.0,54,221.817265
0.0,53,221.831142
1.0,100,223.565997
1.0,25,223.571121
0.0,6,223.572792
1.0,8,223.574386
0.0,13,223.577387
0.0,48,223.588712
0.0,22,223.593703
0.0,10,223.596212
0.0,5,223.597121
1.0,93,223.618218
1.0,34,225.317636
1.0,27,225.32382
0.0,100,225.346048
1.0,25,225.352162
0.0,52,225.36623
0.0,35,227.309139
1.0,19,227.313523
1.0,12,227.316231
1.0,21,227.320739
1.0,9,227.323173
0.0,13,227.326209
0.0,15,227.329806
0.0,100,227.352328
0.0,12,227.354747
0.0,100,229.283435
1.0,54,229.295186
1.0,73,229.313993
0.0,100,231.09658
0.0,100,231.117835
1.0,65,231.131709
0.0,100,233.013844
1.0,9,233.015994
1.0,12,233.018515
0.0,28,233.024602
0.0,18,233.028777
1.0,47,233.038917
0.0,16,233.042971
0.0,42,233.052714
0.0,57,235.003881
1.0,81,235.022543
0.0,34,235.030749
0.0,35,235.039314
1.0,62,235.055055
0.0,100,236.825209
0.0,15,236.829471
1.0,33,236.838213
1.0,48,236.861873
0.0,100,236.898722
0.0,2,236.899147
0.0,22,238.788764
0.0,8,238.791013
0.0,100,238.821529
1.0,36,238.831149
1.0,47,238.843642
1.0,30,238.852491
1.0,21,240.650809
1.0,96,240.674598
1.0,53,240.688393
1.0,67,240.709853
1.0,44,242.559538
1.0,39,242.568324
1.0,55,242.580458
1.0,15,242.583901
1.0,13,242.588713
1.0,21,242.599732
1.0,37,242.611696
0.0,72,244.525493
0.0,25,244.530976
1.0,36,244.539381
1.0,43,244.549344
1.0,12,244.55262
0.0,100,244.577774
1.0,22,244.582987
1.0,89,246.440801
1.0,23,246.44684
0.0,4,246.448079
0.0,21,246.455086
1.0,76,246.483189
0.0,14,246.486357
0.0,8,246.488367
1.0,50,248.378235
1.0,31,248.3849
1.0,15,248.388618
1.0,42,248.398381
0.0,7,248.399532
0.0,16,248.403665
1.0,16,248.408155
1.0,32,248.417697
1.0,22,248.423221
1.0,21,248.428301
0.0,28,248.435909
0.0,18,250.308822
1.0,16,250.312238
1.0,14,250.315583
0.0,68,250.333946
0.0,54,250.344867
0.0,72,250.360222
1.0,51,252.265507
1.0,24,252.271774
1.0,16,252.275426
0.0,54,252.29227
0.0,13,252.295039
1.0,38,252.305816
1.0,70,252.321372
0.0,23,254.292463
1.0,16,254.296148
0.0,39,254.305708
1.0,86,254.327871
1.0,70,254.346534
1.0,13,254.34982
0.0,56,256.111526
1.0,18,256.115488
0.0,24,256.12033
0.0,48,256.13042
1.0,17,256.135066
1.0,18,256.139546
0.0,35,256.14705
1.0,19,256.151764
0.0,35,256.160392
0.0,100,258.03232
0.0,13,258.036234
1.0,11,258.038761
0.0,27,258.046226
1.0,21,258.057179
1.0,28,258.064165
1.0,57,258.078003
1.0,15,259.910711
1.0,24,259.916162
1.0,17,259.920969
0.0,20,259.925989
1.0,31,259.935264
1.0,11,259.938503
1.0,51,259.951378
0.0,42,259.960734
1.0,20,259.965338
1.0,52,261.757561
1.0,56,261.772415
1.0,54,261.786086
1.0,34,261.797279
1.0,41,261.812726
0.0,100,263.713484
1.0,56,263.725457
1.0,70,263.744197
0.0,58,263.756329
0.0,69,265.678573
0.0,98,265.702574
1.0,86,265.726847
0.0,12,265.729799
1.0,33,267.554732
0.0,21,267.55989
0.0,13,267.563974
0.0,11,267.569548
0.0,49,267.586032
1.0,29,267.592507
1.0,21,267.597921
1.0,18,267.602871
0.0,50,267.614852
0.0,44,269.341258
1.0,23,269.346466
0.0,14,269.349808
1.0,81,269.371948
1.0,24,269.377971
1.0,19,269.383754
1.0,44,269.396343
0.0,100,271.101906
1.0,45,271.112904
0.0,100,271.138523
0.0,7,271.139992
1.0,39,272.876963
0.0,34,272.884544
1.0,78,272.902754
0.0,57,272.915782
0.0,100,274.886587
1.0,39,274.895737
1.0,47,274.908273
0.0,22,274.914468
0.0,30,274.92178
0.0,4,274.92244
0.0,93,274.94587
1.0,27,276.855567
1.0,34,276.863306
0.0,64,276.877428
0.0,74,276.893832
1.0,36,276.902398
0.0,32,278.74357
1.0,20,278.747949
1.0,22,278.754026
1.0,22,278.75938
1.0,22,278.764318
0.0,51,278.776329
0.0,36,278.78525
0.0,29,278.792017
1.0,59,280.75729
0.0,23,280.762077
1.0,40,280.771801
0.0,43,280.782394
0.0,65,280.797069
0.0,29,280.803476
0.0,69,282.726779
1.0,11,282.729578
0.0,95,282.750546
0.0,89,282.771706
1.0,48,284.579287
0.0,9,284.581615
0.0,13,284.584402
0.0,25,284.589593
1.0,15,284.59379
1.0,41,284.603118
1.0,69,284.619406
0.0,93,286.56377
1.0,33,286.571328
1.0,26,286.579414
1.0,30,286.586482
0.0,27,286.592532
0.0,57,286.605964
0.0,13,286.608593
0.0,45,286.618743
0.0,36,288.71188
1.0,25,288.717158
0.0,35,288.724884
1.0,45,288.73559
1.0,39,288.744539
1.0,60,288.75886
0.0,3,288.75973
1.0,25,290.751879
1.0,15,290.755922
0.0,67,290.771657
0.0,75,290.79044
1.0,18,290.795203
1.0,24,290.801161
0.0,14,290.804842
0.0,15,290.809315
0.0,6,290.810922
1.0,28,292.796607
0.0,99,292.82131
1.0,37,292.829427
0.0,41,292.838568
0.0,100,294.664778
0.0,100,294.691172
0.0,11,294.693682
0.0,26,294.699714
0.0,14,294.702935
1.0,63,294.72813
1.0,23,296.651833
1.0,44,296.660942
1.0,46,296.670974
1.0,18,296.67508
0.0,8,296.676541
1.0,19,296.681042
1.0,24,296.687419
0.0,100,298.59237
0.0,100,298.614045
0.0,28,298.619675
1.0,19,298.624022
1.0,19,298.628669
1.0,52,298.643696
0.0,100,300.477246
0.0,26,300.48405
0.0,35,300.494227
0.0,71,300.512282
0.0,13,300.516168
1.0,26,300.524255
1.0,18,302.263949
1.0,58,302.281906
1.0,15,302.285743
1.0,32,302.293349
1.0,15,302.297544
1.0,21,302.303621
1.0,50,302.316659
1.0,47,302.327501
0.0,94,304.38576
1.0,21,304.390347
1.0,31,304.397246
0.0,77,304.413732
1.0,66,306.308587
0.0,67,306.322757
1.0,65,306.337018
0.0,51,306.349332
1.0,23,306.355427
1.0,20,306.36054
0.0,36,308.238472
0.0,36,308.246115
1.0,18,308.250731
1.0,11,308.253473
1.0,45,308.264404
0.0,17,308.268857
0.0,11,308.271879
1.0,18,308.276287
0.0,100,310.283696
1.0,47,310.294294
0.0,37,310.303672
1.0,21,310.311001
0.0,32,310.319756
1.0,39,310.328264
1.0,49,312.132763
1.0,12,312.135899
1.0,13,312.138513
1.0,22,312.142989
1.0,28,312.149402
1.0,41,312.162578
1.0,26,312.173283
1.0,9,312.17505
1.0,24,312.181541
0.0,60,312.195985
1.0,15,312.199705
1.0,41,314.050152
0.0,35,314.060074
0.0,16,314.064353
0.0,100,314.091323
0.0,100,315.926128
1.0,29,315.934485
1.0,19,315.940938
1.0,49,315.955211
1.0,59,315.96999
1.0,20,315.97558
0.0,59,317.783341
1.0,75,317.799828
1.0,64,317.814522
0.0,100,317.838799
0.0,50,319.788391
1.0,45,319.797971
1.0,15,319.801705
1.0,19,319.806464
0.0,70,319.823389
1.0,18,319.828062
0.0,70,321.794351
0.0,53,321.806938
1.0,45,321.824479
0.0,53,321.83537
1.0,14,321.83812
1.0,32,321.846165
1.0,11,321.84883
0.0,52,323.828042
1.0,12,323.83048
0.0,21,323.83556
1.0,12,323.838502
0.0,34,323.84659
0.0,6,323.847708
1.0,55,323.861615
1.0,75,323.880877
0.0,100,325.677648
1.0,37,325.685438
0.0,100,325.708547
0.0,100,327.525319
0.0,100,327.546059
1.0,42,327.555464
1.0,15,327.559218
1.0,67,329.360511
1.0,17,329.364378
1.0,66,329.379364
1.0,23,329.38488
0.0,100,329.409457
1.0,18,331.357994
1.0,6,331.359192
0.0,9,331.361244
0.0,7,331.362906
1.0,16,331.367328
1.0,94,331.399345
0.0,100,331.422185
0.0,37,333.515399
1.0,52,333.526727
0.0,56,333.540642
1.0,35,333.550051
0.0,100,335.429808
1.0,16,335.433242
1.0,38,335.44198
0.0,50,335.453942
1.0,44,335.46436
0.0,31,335.471922
1.0,27,335.478941
1.0,12,335.482627
1.0,31,337.425697
0.0,100,337.450888
1.0,31,337.458806
0.0,86,337.481711
0.0,100,339.488654
0.0,100,339.515957
0.0,100,341.41802
1.0,25,341.424227
1.0,19,341.429593
1.0,59,341.444127
1.0,35,341.451242
0.0,100,341.47789
0.0,21,343.249474
1.0,15,343.25334
1.0,39,343.263692
0.0,100,343.292885
1.0,48,343.304003
0.0,72,345.177944
0.0,34,345.185739
0.0,100,345.211398
0.0,7,345.213058
0.0,47,345.224062
0.0,28,345.230445
0.0,32,347.131051
0.0,100,347.154018
0.0,60,347.16836
0.0,100,348.996684
0.0,38,349.005358
1.0,24,349.011938
0.0,21,349.017245
1.0,53,349.03049
1.0,16,349.03533
1.0,84,351.104208
0.0,100,351.128232
0.0,27,351.134623
0.0,4,351.135674
1.0,22,351.141529
1.0,16,351.146014
0.0,78,351.165258
0.0,100,353.125117
1.0,30,353.136226
0.0,28,353.148172
1.0,27,353.154207
1.0,35,353.166339
1.0,23,353.172218
0.0,78,355.156553
1.0,12,355.159152
0.0,87,355.181107
1.0,40,355.192092
1.0,18,355.197012
0.0,75,357.025205
0.0,6,357.02713
1.0,25,357.033598
0.0,22,357.039127
0.0,50,357.053062
0.0,41,357.062995
1.0,28,357.070017
0.0,35,357.078054
1.0,19,359.016808
1.0,82,359.036221
0.0,100,359.061331
1.0,81,360.961882
0.0,2,360.962251
1.0,41,360.97212
0.0,10,360.974345
0.0,37,360.98272
0.0,41,360.992327
0.0,100,361.015586
0.0,14,363.090516
1.0,39,363.104499
1.0,31,363.118031
1.0,42,363.135328
1.0,46,363.146475
0.0,100,365.063032
0.0,36,365.071301
0.0,17,365.075398
1.0,11,365.078377
0.0,46,365.089049
1.0,48,365.099877
1.0,28,365.107123
0.0,20,365.11205
0.0,36,365.120904
1.0,84,366.944564
0.0,67,366.962563
1.0,100,366.986228
0.0,25,368.778336
1.0,57,368.791622
0.0,20,368.796265
1.0,19,368.801409
1.0,15,368.804805
1.0,40,368.815106
1.0,57,368.832829
1.0,28,368.840112
1.0,14,370.664493
0.0,16,370.668308
0.0,12,370.670986
1.0,13,370.673666
1.0,10,370.675875
1.0,35,370.683424
0.0,42,370.692562
0.0,88,370.742325
1.0,16,370.747244
1.0,15,370.750746
0.0,17,372.757814
0.0,100,372.778826
1.0,20,372.783695
1.0,42,372.793739
